isbn10,isbn13,title,author,rank,weeks_on_list,amazon_url,listname,description,listpublisheddate
0316056898,9780316056892,BOSSYPANTS,Tina Fey,15,0,http://www.amazon.com/Bossypants-Tina-Fey/dp/0316056898?tag=NYTBS-20,paperback-nonfiction,"A memoir from the former “Saturday Night Live” star, film actress and creator of “30 Rock” and ""Unbreakable Kimmy Schmidt."" Originally published in 2011.",2015-06-07
1476791619,9781476791616,A WORK IN PROGRESS,Connor Franta,16,0,http://www.amazon.com/A-Work-Progress-Memoir-ebook/dp/B00MI92DJM?tag=NYTBS-20,paperback-nonfiction,A young man charts his course from small-town kid to Internet sensation.,2015-06-07
1602862796,9781602862791,FINDING ME,Michelle Knight with Michelle Burford Weinstein,17,0,http://www.amazon.com/Finding-Me-Reclaimed-Cleveland-Kidnappings-ebook/dp/B00HSNMGBI?tag=NYTBS-20,paperback-nonfiction,"The story of a woman kidnapped in Cleveland in 2002,
then tortured, who escaped in 2013.",2015-06-07
0375725601,9780375725609,THE DEVIL IN THE WHITE CITY,Erik Larson,18,0,http://www.amazon.com/The-Devil-White-City-Madness/dp/0375725601?tag=NYTBS-20,paperback-nonfiction,A story of how an architect and a serial killer were linked by the World's Fair of 1893.,2015-06-07
0544104404,9780544104402,HOW CHILDREN SUCCEED,Paul Tough,19,0,http://www.amazon.com/How-Children-Succeed-Curiosity-Character/dp/0544104404?tag=NYTBS-20,paperback-nonfiction,"The author argues that the qualities that matter most have to do with character, not intelligence.",2015-06-07
0374535450,9780374535452,CARSICK,John Waters,20,0,http://www.amazon.com/Carsick-Waters-Hitchhikes-Across-America/dp/0374298637?tag=NYTBS-20,paperback-nonfiction,The cult-film director hitchhikes across the country.,2015-06-07
0062376330,9780062376336,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,1,82,http://www.amazon.com/American-Sniper-Autobiography-Military-History/dp/0062238868?tag=NYTBS-20,paperback-nonfiction,A memoir recounts the battlefield experiences in Iraq by the Navy SEALs sniper; now a movie.,2015-06-14
0143125478,9780143125471,THE BOYS IN THE BOAT,Daniel James Brown,2,53,http://www.amazon.com/The-Boys-Boat-Americans-Olympics-ebook/dp/B00AEBETU2?tag=NYTBS-20,paperback-nonfiction,A group of American rowers pursued gold at the 1936 Berlin Olympic Games.,2015-06-14
038534919X,9780385349192,THINGS THAT MATTER,Charles Krauthammer,3,3,http://www.amazon.com/Things-That-Matter-Passions-Pastimes/dp/0385349173?tag=NYTBS-20,paperback-nonfiction,Essays and reflections from a Pulitzer Prize-winning columnist.,2015-06-14
0307476073,9780307476074,WILD,Cheryl Strayed,4,114,http://www.amazon.com/Wild-Found-Pacific-Crest-Trail/dp/0307476073?tag=NYTBS-20,paperback-nonfiction,"A woman’s account of the life-changing 1,100-mile solo hike she took along the Pacific Crest Trail in 1995; now a movie.",2015-06-14
0142181676,9780142181676,YOU DESERVE A DRINK,Mamrie Hart,5,1,http://www.amazon.com/You-Deserve-Drink-Misadventures-Debauchery/dp/0142181676?tag=NYTBS-20,paperback-nonfiction,Bawdy advice and cocktail recipes from a party girl.,2015-06-14
0316017930,9780316017930,OUTLIERS,Malcolm Gladwell,6,189,http://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBS-20,paperback-nonfiction,Why some people succeed — it has to do with luck and opportunities as well as talent.,2015-06-14
0812974492,9780812974492,UNBROKEN,Laura Hillenbrand,7,44,http://www.amazon.com/Unbroken-World-Survival-Resilience-Redemption/dp/1400064163?tag=NYTBS-20,paperback-nonfiction,An Olympic runner’s story of survival as a prisoner of the Japanese during World War II after his plane went down over the Pacific.,2015-06-14
0316204374,9780316204378,DAVID AND GOLIATH,Malcolm Gladwell,8,8,http://www.amazon.com/David-Goliath-Underdogs-Misfits-Battling/dp/0316204366?tag=NYTBS-20,paperback-nonfiction,"How disadvantages can work in our favor; by the author of ""The Tipping Point"" and ""Blink.""",2015-06-14
1476791619,9781476791616,A WORK IN PROGRESS,Connor Franta,9,4,http://www.amazon.com/A-Work-Progress-Memoir-ebook/dp/B00MI92DJM?tag=NYTBS-20,paperback-nonfiction,A young man charts his course from small-town kid to Internet sensation.,2015-06-14
0374533555,9780374533557,"THINKING, FAST AND SLOW",Daniel Kahneman,10,86,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBS-20,paperback-nonfiction,How we make choices in our business and personal lives.,2015-06-14
0307352153,9780307352156,QUIET,Susan Cain,11,0,http://www.amazon.com/Quiet-Power-Introverts-World-Talking-ebook/dp/B004J4WNL2?tag=NYTBS-20,paperback-nonfiction,"Introverts, approximately one-third of the population, are undervalued in American society.",2015-06-14
081298160X,9780812981605,THE POWER OF HABIT,Charles Duhigg,12,0,http://www.amazon.com/The-Power-Habit-What-Business/dp/081298160X?tag=NYTBS-20,paperback-nonfiction,An examination of the science behind habits — how we form them and break them.,2015-06-14
1595586431,9781595586438,THE NEW JIM CROW,Michelle Alexander,13,0,http://www.amazon.com/The-New-Crow-Incarceration-Colorblindness/dp/1595586431?tag=NYTBS-20,paperback-nonfiction,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on black men.",2015-06-14
0316056898,9780316056892,BOSSYPANTS,Tina Fey,14,0,http://www.amazon.com/Bossypants-Tina-Fey/dp/0316056898?tag=NYTBS-20,paperback-nonfiction,"A memoir from the former “Saturday Night Live” star, film actress and creator of “30 Rock” and ""Unbreakable Kimmy Schmidt."" Originally published in 2011.",2015-06-14
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,15,0,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood. Originally published in 2005 and the basis of the movie.,2015-06-14
0307946916,9780307946911,IN THE KINGDOM OF ICE,Hampton Sides,16,0,http://www.amazon.com/In-Kingdom-Ice-Terrible-Jeannette-ebook/dp/B00IBZ3Z8U?tag=NYTBS-20,paperback-nonfiction,An 1879 polar voyage gone terribly wrong.,2015-06-14
0307886271,9780307886279,IS EVERYONE HANGING OUT WITHOUT ME?,Mindy Kaling,17,0,http://www.amazon.com/Everyone-Hanging-Without-Other-Concerns-ebook/dp/B004JN1D3M?tag=NYTBS-20,paperback-nonfiction,The comedian and actress offers essays about her life. Originally published in 2011.,2015-06-14
1250062187,9781250062185,THE SIXTH EXTINCTION,Elizabeth Kolbert,18,0,http://www.amazon.com/The-Sixth-Extinction-Unnatural-History-ebook/dp/B00EGJE4G2?tag=NYTBS-20,paperback-nonfiction,The New Yorker writer examines the role of human influences in the planet’s current spasm of plant and animal loss.,2015-06-14
1400052181,9781400052189,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,19,0,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,paperback-nonfiction,The story of a woman whose cancer cells were cultured without her permission in 1951. Originally published in 2010 and the basis of the HBO movie.,2015-06-14
0375725601,9780375725609,THE DEVIL IN THE WHITE CITY,Erik Larson,20,0,http://www.amazon.com/The-Devil-White-City-Madness/dp/0375725601?tag=NYTBS-20,paperback-nonfiction,A story of how an architect and a serial killer were linked by the World's Fair of 1893.,2015-06-14
0143125478,9780143125471,THE BOYS IN THE BOAT,Daniel James Brown,1,54,http://www.amazon.com/The-Boys-Boat-Americans-Olympics-ebook/dp/B00AEBETU2?tag=NYTBS-20,paperback-nonfiction,A group of American rowers pursued gold at the 1936 Berlin Olympic Games.,2015-06-21
0316322423,9780316322423,I AM MALALA,Malala Yousafzai with Christina Lamb,2,1,http://www.amazon.com/Am-Malala-Stood-Education-Taliban/dp/0316322407?tag=NYTBS-20,paperback-nonfiction,The Nobel Peace Prize-winner and teenage activist recounts her path to learning.,2015-06-21
0062376330,9780062376336,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,3,83,http://www.amazon.com/American-Sniper-Autobiography-Military-History/dp/0062238868?tag=NYTBS-20,paperback-nonfiction,A memoir recounts the battlefield experiences in Iraq by the Navy SEALs sniper; now a movie.,2015-06-21
0316017930,9780316017930,OUTLIERS,Malcolm Gladwell,4,190,http://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBS-20,paperback-nonfiction,Why some people succeed — it has to do with luck and opportunities as well as talent.,2015-06-21
0307476073,9780307476074,WILD,Cheryl Strayed,5,115,http://www.amazon.com/Wild-Found-Pacific-Crest-Trail/dp/0307476073?tag=NYTBS-20,paperback-nonfiction,"A woman’s account of the life-changing 1,100-mile solo hike she took along the Pacific Crest Trail in 1995; now a movie.",2015-06-21
0812974492,9780812974492,UNBROKEN,Laura Hillenbrand,6,45,http://www.amazon.com/Unbroken-World-Survival-Resilience-Redemption/dp/1400064163?tag=NYTBS-20,paperback-nonfiction,An Olympic runner’s story of survival as a prisoner of the Japanese during World War II after his plane went down over the Pacific.,2015-06-21
0374533555,9780374533557,"THINKING, FAST AND SLOW",Daniel Kahneman,7,87,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBS-20,paperback-nonfiction,How we make choices in our business and personal lives.,2015-06-21
0316204374,9780316204378,DAVID AND GOLIATH,Malcolm Gladwell,8,9,http://www.amazon.com/David-Goliath-Underdogs-Misfits-Battling/dp/0316204366?tag=NYTBS-20,paperback-nonfiction,"How disadvantages can work in our favor; by the author of ""The Tipping Point"" and ""Blink.""",2015-06-21
081298160X,9780812981605,THE POWER OF HABIT,Charles Duhigg,9,68,http://www.amazon.com/The-Power-Habit-What-Business/dp/081298160X?tag=NYTBS-20,paperback-nonfiction,"An examination of the science behind habits, how we form them and break them.",2015-06-21
038534919X,9780385349192,THINGS THAT MATTER,Charles Krauthammer,10,4,http://www.amazon.com/Things-That-Matter-Passions-Pastimes/dp/0385349173?tag=NYTBS-20,paperback-nonfiction,Essays and reflections from a Pulitzer Prize-winning columnist.,2015-06-21
0307352153,9780307352156,QUIET,Susan Cain,11,0,http://www.amazon.com/Quiet-Power-Introverts-World-Talking-ebook/dp/B004J4WNL2?tag=NYTBS-20,paperback-nonfiction,"Introverts, approximately one-third of the population, are undervalued in American society.",2015-06-21
1595586431,9781595586438,THE NEW JIM CROW,Michelle Alexander,12,0,http://www.amazon.com/The-New-Crow-Incarceration-Colorblindness/dp/1595586431?tag=NYTBS-20,paperback-nonfiction,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on black men.",2015-06-21
1476791619,9781476791616,A WORK IN PROGRESS,Connor Franta,13,0,http://www.amazon.com/A-Work-Progress-Memoir-ebook/dp/B00MI92DJM?tag=NYTBS-20,paperback-nonfiction,A young man charts his course from small-town kid to Internet sensation.,2015-06-21
0142181676,9780142181676,YOU DESERVE A DRINK,Mamrie Hart,14,0,http://www.amazon.com/You-Deserve-Drink-Misadventures-Debauchery/dp/0142181676?tag=NYTBS-20,paperback-nonfiction,Bawdy advice and cocktail recipes from a party girl.,2015-06-21
1400052181,9781400052189,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,15,0,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,paperback-nonfiction,The story of a woman whose cancer cells were cultured without her permission in 1951. Originally published in 2010 and the basis of the HBO movie.,2015-06-21
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,16,0,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood. Originally published in 2005 and the basis of the movie.,2015-06-21
0316056898,9780316056892,BOSSYPANTS,Tina Fey,17,0,http://www.amazon.com/Bossypants-Tina-Fey/dp/0316056898?tag=NYTBS-20,paperback-nonfiction,"A memoir from the former “Saturday Night Live” star, film actress and creator of “30 Rock” and ""Unbreakable Kimmy Schmidt."" Originally published in 2011.",2015-06-21
0375725601,9780375725609,THE DEVIL IN THE WHITE CITY,Erik Larson,18,0,http://www.amazon.com/The-Devil-White-City-Madness/dp/0375725601?tag=NYTBS-20,paperback-nonfiction,A story of how an architect and a serial killer were linked by the World's Fair of 1893.,2015-06-21
0307886271,9780307886279,IS EVERYONE HANGING OUT WITHOUT ME?,Mindy Kaling,19,0,http://www.amazon.com/Everyone-Hanging-Without-Other-Concerns-ebook/dp/B004JN1D3M?tag=NYTBS-20,paperback-nonfiction,The comedian and actress offers essays about her life. Originally published in 2011.,2015-06-21
1451695195,9781451695199,PROOF OF HEAVEN,Eben Alexander,20,0,http://www.amazon.com/Proof-Heaven-Neurosurgeons-Journey-Afterlife/dp/1451695195?tag=NYTBS-20,paperback-nonfiction,A neurosurgeon recounts his near death experience during a coma from bacterial meningitis.,2015-06-21
0143125478,9780143125471,THE BOYS IN THE BOAT,Daniel James Brown,1,55,http://www.amazon.com/The-Boys-Boat-Americans-Olympics-ebook/dp/B00AEBETU2?tag=NYTBS-20,paperback-nonfiction,A group of American rowers pursued gold at the 1936 Berlin Olympic Games.,2015-06-28
0316322423,9780316322423,I AM MALALA,Malala Yousafzai with Christina Lamb,2,2,http://www.amazon.com/Am-Malala-Stood-Education-Taliban/dp/0316322407?tag=NYTBS-20,paperback-nonfiction,The Nobel Peace Prize-winner and teenage activist recounts her path to learning.,2015-06-28
0062376330,9780062376336,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,3,84,http://www.amazon.com/American-Sniper-Autobiography-Military-History/dp/0062238868?tag=NYTBS-20,paperback-nonfiction,A memoir recounts the battlefield experiences in Iraq by the Navy SEALs sniper; now a movie.,2015-06-28
0316017930,9780316017930,OUTLIERS,Malcolm Gladwell,4,191,http://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBS-20,paperback-nonfiction,Why some people succeed — it has to do with luck and opportunities as well as talent.,2015-06-28
0307476073,9780307476074,WILD,Cheryl Strayed,5,116,http://www.amazon.com/Wild-Found-Pacific-Crest-Trail/dp/0307476073?tag=NYTBS-20,paperback-nonfiction,"A woman’s account of the life-changing 1,100-mile solo hike she took along the Pacific Crest Trail in 1995; now a movie.",2015-06-28
0812974492,9780812974492,UNBROKEN,Laura Hillenbrand,6,46,http://www.amazon.com/Unbroken-World-Survival-Resilience-Redemption/dp/1400064163?tag=NYTBS-20,paperback-nonfiction,An Olympic runner’s story of survival as a prisoner of the Japanese during World War II after his plane went down over the Pacific.,2015-06-28
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,7,363,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2015-06-28
0374533555,9780374533557,"THINKING, FAST AND SLOW",Daniel Kahneman,8,88,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBS-20,paperback-nonfiction,How we make choices in our business and personal lives.,2015-06-28
0316204374,9780316204378,DAVID AND GOLIATH,Malcolm Gladwell,9,10,http://www.amazon.com/David-Goliath-Underdogs-Misfits-Battling/dp/0316204366?tag=NYTBS-20,paperback-nonfiction,"How disadvantages can work in our favor; by the author of ""The Tipping Point"" and ""Blink.""",2015-06-28
0307352153,9780307352156,QUIET,Susan Cain,10,110,http://www.amazon.com/Quiet-Power-Introverts-World-Talking-ebook/dp/B004J4WNL2?tag=NYTBS-20,paperback-nonfiction,Introverts — approximately one-third of the population — are undervalued in American society.,2015-06-28
0385523394,9780385523394,ORANGE IS THE NEW BLACK,Piper Kerman,11,0,http://www.amazon.com/Orange-Is-New-Black-Womens-ebook/dp/B0036S4B6M?tag=NYTBS-20,paperback-nonfiction,A memoir about a year in a women’s prison; the basis for the Netflix series. Originally published in 2010.,2015-06-28
038534919X,9780385349192,THINGS THAT MATTER,Charles Krauthammer,12,0,http://www.amazon.com/Things-That-Matter-Passions-Pastimes/dp/0385349173?tag=NYTBS-20,paperback-nonfiction,Three decades’ worth of essays from the conservative columnist.,2015-06-28
081298160X,9780812981605,THE POWER OF HABIT,Charles Duhigg,13,0,http://www.amazon.com/The-Power-Habit-What-Business/dp/081298160X?tag=NYTBS-20,paperback-nonfiction,An examination of the science behind habits — how we form them and break them.,2015-06-28
1595586431,9781595586438,THE NEW JIM CROW,Michelle Alexander,14,0,http://www.amazon.com/The-New-Crow-Incarceration-Colorblindness/dp/1595586431?tag=NYTBS-20,paperback-nonfiction,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on black men.",2015-06-28
1400052181,9781400052189,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,15,0,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,paperback-nonfiction,The story of a woman whose cancer cells were cultured without her permission in 1951. Originally published in 2010 and the basis of the HBO movie.,2015-06-28
1476791619,9781476791616,A WORK IN PROGRESS,Connor Franta,16,0,http://www.amazon.com/A-Work-Progress-Memoir-ebook/dp/B00MI92DJM?tag=NYTBS-20,paperback-nonfiction,A young man charts his course from small-town kid to Internet sensation.,2015-06-28
0316056898,9780316056892,BOSSYPANTS,Tina Fey,17,0,http://www.amazon.com/Bossypants-Tina-Fey/dp/0316056898?tag=NYTBS-20,paperback-nonfiction,"A memoir from the former “Saturday Night Live” star, film actress and creator of “30 Rock” and ""Unbreakable Kimmy Schmidt."" Originally published in 2011.",2015-06-28
0375725601,9780375725609,THE DEVIL IN THE WHITE CITY,Erik Larson,18,0,http://www.amazon.com/The-Devil-White-City-Madness/dp/0375725601?tag=NYTBS-20,paperback-nonfiction,A story of how an architect and a serial killer were linked by the World's Fair of 1893.,2015-06-28
0307886271,9780307886279,IS EVERYONE HANGING OUT WITHOUT ME?,Mindy Kaling,19,0,http://www.amazon.com/Everyone-Hanging-Without-Other-Concerns-ebook/dp/B004JN1D3M?tag=NYTBS-20,paperback-nonfiction,The comedian and actress offers essays about her life. Originally published in 2011.,2015-06-28
1451621388,9781451621389,BRAIN ON FIRE,Susannah Cahalan,20,0,http://www.amazon.com/Brain-Fire-My-Month-Madness/dp/1451621388?tag=NYTBS-20,paperback-nonfiction,"A young reporter suddenly experiences seizures, hallucinations and near catatonia.",2015-06-28
0143125478,9780143125471,THE BOYS IN THE BOAT,Daniel James Brown,1,56,http://www.amazon.com/The-Boys-Boat-Americans-Olympics-ebook/dp/B00AEBETU2?tag=NYTBS-20,paperback-nonfiction,A group of American rowers pursued gold at the 1936 Berlin Olympic Games.,2015-07-05
0316322423,9780316322423,I AM MALALA,Malala Yousafzai with Christina Lamb,2,3,http://www.amazon.com/Am-Malala-Stood-Education-Taliban/dp/0316322407?tag=NYTBS-20,paperback-nonfiction,The Nobel Peace Prize-winner and teenage activist recounts her path to learning.,2015-07-05
0812974492,9780812974492,UNBROKEN,Laura Hillenbrand,3,47,http://www.amazon.com/Unbroken-World-Survival-Resilience-Redemption/dp/1400064163?tag=NYTBS-20,paperback-nonfiction,An Olympic runner’s story of survival as a prisoner of the Japanese during World War II after his plane went down over the Pacific. A 2014 movie.,2015-07-05
0316017930,9780316017930,OUTLIERS,Malcolm Gladwell,4,192,http://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBS-20,paperback-nonfiction,Why some people succeed — it has to do with luck and opportunities as well as talent.,2015-07-05
0062238868,9780062238863,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,5,85,http://www.amazon.com/American-Sniper-Autobiography-Military-History/dp/0062238868?tag=NYTBS-20,paperback-nonfiction,A memoir recounts the battlefield experiences in Iraq by the Navy SEALs sniper; a 2014 movie.,2015-07-05
0385523394,9780385523394,ORANGE IS THE NEW BLACK,Piper Kerman,6,63,http://www.amazon.com/Orange-Is-New-Black-Womens-ebook/dp/B0036S4B6M?tag=NYTBS-20,paperback-nonfiction,A memoir about a year in a women’s prison; the basis for the Netflix series. Originally published in 2010.,2015-07-05
0307476073,9780307476074,WILD,Cheryl Strayed,7,117,http://www.amazon.com/Wild-Found-Pacific-Crest-Trail/dp/0307476073?tag=NYTBS-20,paperback-nonfiction,"A woman’s account of the life-changing 1,100-mile solo hike she took along the Pacific Crest Trail in 1995; a 2014 movie.",2015-07-05
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,8,364,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2015-07-05
038534919X,9780385349192,THINGS THAT MATTER,Charles Krauthammer,9,5,http://www.amazon.com/Things-That-Matter-Passions-Pastimes/dp/0385349173?tag=NYTBS-20,paperback-nonfiction,Essays and reflections from a Pulitzer Prize-winning columnist.,2015-07-05
1476791619,9781476791616,A WORK IN PROGRESS,Connor Franta,10,5,http://www.amazon.com/A-Work-Progress-Memoir-ebook/dp/B00MI92DJM?tag=NYTBS-20,paperback-nonfiction,A young man charts his course from small-town kid to Internet sensation.,2015-07-05
0374533555,9780374533557,"THINKING, FAST AND SLOW",Daniel Kahneman,11,0,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBS-20,paperback-nonfiction,The winner of the Nobel in economic science discusses how we make choices.,2015-07-05
0316204374,9780316204378,DAVID AND GOLIATH,Malcolm Gladwell,12,0,http://www.amazon.com/David-Goliath-Underdogs-Misfits-Battling/dp/0316204366?tag=NYTBS-20,paperback-nonfiction,"How disadvantages can work in our favor, from the author of ""The Tipping Point"" and ""Outliers"".",2015-07-05
081298160X,9780812981605,THE POWER OF HABIT,Charles Duhigg,13,0,http://www.amazon.com/The-Power-Habit-What-Business/dp/081298160X?tag=NYTBS-20,paperback-nonfiction,An examination of the science behind habits — how we form them and break them.,2015-07-05
0307352153,9780307352156,QUIET,Susan Cain,14,0,http://www.amazon.com/Quiet-Power-Introverts-World-Talking-ebook/dp/B004J4WNL2?tag=NYTBS-20,paperback-nonfiction,"Introverts, approximately one-third of the population, are undervalued in American society.",2015-07-05
1400052181,9781400052189,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,15,0,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,paperback-nonfiction,The story of a woman whose cancer cells were cultured without her permission in 1951. Originally published in 2010 and the basis of the HBO movie.,2015-07-05
1595586431,9781595586438,THE NEW JIM CROW,Michelle Alexander,16,0,http://www.amazon.com/The-New-Crow-Incarceration-Colorblindness/dp/1595586431?tag=NYTBS-20,paperback-nonfiction,"A law professor takes aim at the “war on drugs,” mass incarceration and their impact on black men.",2015-07-05
0316056898,9780316056892,BOSSYPANTS,Tina Fey,17,0,http://www.amazon.com/Bossypants-Tina-Fey/dp/0316056898?tag=NYTBS-20,paperback-nonfiction,"A memoir from the former “Saturday Night Live” star, film actress and creator of “30 Rock” and ""Unbreakable Kimmy Schmidt."" Originally published in 2011.",2015-07-05
0375725601,9780375725609,THE DEVIL IN THE WHITE CITY,Erik Larson,18,0,http://www.amazon.com/The-Devil-White-City-Madness/dp/0375725601?tag=NYTBS-20,paperback-nonfiction,A story of how an architect and a serial killer were linked by the World's Fair of 1893.,2015-07-05
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,19,0,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,"How to apply economic theory to almost everything.
",2015-07-05
0307886271,9780307886279,IS EVERYONE HANGING OUT WITHOUT ME?,Mindy Kaling,20,0,http://www.amazon.com/Everyone-Hanging-Without-Other-Concerns-ebook/dp/B004JN1D3M?tag=NYTBS-20,paperback-nonfiction,The comedian and actress offers essays about her life. Originally published in 2011.,2015-07-05
0143125478,9780143125471,THE BOYS IN THE BOAT,Daniel James Brown,1,57,http://www.amazon.com/The-Boys-Boat-Americans-Olympics-ebook/dp/B00AEBETU2?tag=NYTBS-20,paperback-nonfiction,A group of American rowers pursued gold at the 1936 Berlin Olympic Games.,2015-07-12
0316322423,9780316322423,I AM MALALA,Malala Yousafzai with Christina Lamb,2,4,http://www.amazon.com/Am-Malala-Stood-Education-Taliban/dp/0316322407?tag=NYTBS-20,paperback-nonfiction,The Nobel Peace Prize-winner and teenage activist recounts her path to learning.,2015-07-12
0062376330,9780062376336,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,3,86,http://www.amazon.com/American-Sniper-Autobiography-Military-History/dp/0062238868?tag=NYTBS-20,paperback-nonfiction,A memoir recounts the battlefield experiences in Iraq by the Navy SEALs sniper; a 2014 movie.,2015-07-12
0316017930,9780316017930,OUTLIERS,Malcolm Gladwell,4,193,http://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBS-20,paperback-nonfiction,Why some people succeed — it has to do with luck and opportunities as well as talent.,2015-07-12
0385523394,9780385523394,ORANGE IS THE NEW BLACK,Piper Kerman,5,64,http://www.amazon.com/Orange-Is-New-Black-Womens-ebook/dp/B0036S4B6M?tag=NYTBS-20,paperback-nonfiction,A memoir about a year in a women’s prison; the basis for the Netflix series. Originally published in 2010.,2015-07-12
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,6,365,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2015-07-12
0812974492,9780812974492,UNBROKEN,Laura Hillenbrand,7,48,http://www.amazon.com/Unbroken-World-Survival-Resilience-Redemption/dp/1400064163?tag=NYTBS-20,paperback-nonfiction,An Olympic runner’s story of survival as a prisoner of the Japanese during World War II after his plane went down over the Pacific. A 2014 movie.,2015-07-12
0374531269,9780374531263,A LONG WAY GONE,Ishmael Beah,8,90,http://www.amazon.com/Long-Way-Gone-Memoirs-Soldier/dp/0374531269?tag=NYTBS-20,paperback-nonfiction,A former child soldier's killing spree and return to humanity.,2015-07-12
0307476073,9780307476074,WILD,Cheryl Strayed,9,118,http://www.amazon.com/Wild-Found-Pacific-Crest-Trail/dp/0307476073?tag=NYTBS-20,paperback-nonfiction,"A woman’s account of the life-changing 1,100-mile solo hike she took along the Pacific Crest Trail in 1995; a 2014 movie.",2015-07-12
0374533555,9780374533557,"THINKING, FAST AND SLOW",Daniel Kahneman,10,89,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBS-20,paperback-nonfiction,How we make choices in our business and personal lives.,2015-07-12
0316204374,9780316204378,DAVID AND GOLIATH,Malcolm Gladwell,11,0,http://www.amazon.com/David-Goliath-Underdogs-Misfits-Battling/dp/0316204366?tag=NYTBS-20,paperback-nonfiction,"How disadvantages can work in our favor, from the author of ""The Tipping Point"" and ""Outliers"".",2015-07-12
081298160X,9780812981605,THE POWER OF HABIT,Charles Duhigg,12,0,http://www.amazon.com/The-Power-Habit-What-Business/dp/081298160X?tag=NYTBS-20,paperback-nonfiction,An examination of the science behind habits — how we form them and break them.,2015-07-12
1476791619,9781476791616,A WORK IN PROGRESS,Connor Franta,13,0,http://www.amazon.com/A-Work-Progress-Memoir-ebook/dp/B00MI92DJM?tag=NYTBS-20,paperback-nonfiction,A young man charts his course from small-town kid to Internet sensation.,2015-07-12
0307352153,9780307352156,QUIET,Susan Cain,14,0,http://www.amazon.com/Quiet-Power-Introverts-World-Talking-ebook/dp/B004J4WNL2?tag=NYTBS-20,paperback-nonfiction,"Introverts, approximately one-third of the population, are undervalued in American society.",2015-07-12
