isbn10,isbn13,title,author,rank,weeks_on_list,amazon_url,listname,description,listpublisheddate
084991910X,9780849919107,SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,17,91,http://www.amazon.com/Same-Kind-Different-Modern-Day-International-ebook/dp/B007FZXJGA?tag=NYTBS-20,paperback-nonfiction,The unlikely friendship between a homeless drifter and a successful art dealer who meet at a shelter in Texas.,2010-09-12
0806532254,9780806532257,I HOPE THEY SERVE BEER IN HELL,Tucker Max,18,148,http://www.amazon.com/Hope-They-Serve-Beer-Hell/dp/0806527285?tag=NYTBS-20,paperback-nonfiction,"Life as a self-absorbed, drunken womanizer.",2010-09-12
081297381X,9780812973815,THE BLACK SWAN,Nassim Nicholas Taleb,19,16,http://www.amazon.com/The-Black-Swan-Improbable-Incerto/dp/1400063515?tag=NYTBS-20,paperback-nonfiction,The hubris of predictions — and our perpetual surprise when the not-predicted happens.,2010-09-12
0061353248,9780061353246,PREDICTABLY IRRATIONAL,Dan Ariely,20,9,http://www.amazon.com/Predictably-Irrational-Hidden-Forces-Decisions/dp/006135323X?tag=NYTBS-20,paperback-nonfiction,The hidden forces that shape our decisions.,2010-09-12
0143038419,9780143038412,"EAT, PRAY, LOVE",Elizabeth Gilbert,1,187,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,paperback-nonfiction,"A writer’s yearlong journey in search of self takes her to Italy, India and Indonesia.",2010-09-19
0143038257,9780143038252,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,2,188,http://www.amazon.com/Three-Cups-Tea-Readers-Edition/dp/0803733925?tag=NYTBS-20,paperback-nonfiction,A former climber builds schools in villages in Pakistan and Afghanistan.,2010-09-19
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,3,183,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2010-09-19
030738604X,9780307386045,WHERE MEN WIN GLORY,Jon Krakauer,4,6,http://www.amazon.com/Where-Men-Win-Glory-Odyssey/dp/0385522266?tag=NYTBS-20,paperback-nonfiction,"The story of Pat Tillman and the Army’s cover-up of his death by ""friendly fire"" in Afghanistan.",2010-09-19
0307388409,9780307388407,OPEN,Andre Agassi,5,4,http://www.amazon.com/Open-An-Autobiography-Andre-Agassi/dp/0307388409?tag=NYTBS-20,paperback-nonfiction,The tennis champion’s autobiography.,2010-09-19
0805092250,9780805092257,MENNONITE IN A LITTLE BLACK DRESS,Rhoda Janzen,6,21,http://www.amazon.com/Mennonite-Little-Black-Dress-Memoir/dp/0805092250?tag=NYTBS-20,paperback-nonfiction,Life’s detours send Janzen back to the Mennonite home where she was raised.,2010-09-19
1582346186,9781582346182,MY HORIZONTAL LIFE,Chelsea Handler,7,97,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,paperback-nonfiction,A memoir of one-night stands.,2010-09-19
1416596364,9781416596363,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,8,36,http://www.amazon.com/Are-You-There-Vodka-Chelsea-ebook/dp/B000UZQJ32?tag=NYTBS-20,paperback-nonfiction,Humorous personal essays from the comedian.,2010-09-19
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,9,54,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,A scholar and a journalist apply economic theory to nearly everything.,2010-09-19
0316346624,9780316346627,TIPPING POINT,Malcolm Gladwell,10,309,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBS-20,paperback-nonfiction,"A study of social epidemics, otherwise known as fads.",2010-09-19
0143038583,9780143038580,THE OMNIVORE’S DILEMMA,Michael Pollan,11,144,http://www.amazon.com/The-Omnivores-Dilemma-Secrets-Readers/dp/0803735006?tag=NYTBS-20,paperback-nonfiction,Tracking food from soil to plate.,2010-09-19
0307387097,9780307387097,HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,12,13,http://www.amazon.com/Half-Sky-Oppression-Opportunity-Worldwide/dp/0307267148?tag=NYTBS-20,paperback-nonfiction,"A case for viewing women’s equality as the ""paramount moral challenge"" of our era.",2010-09-19
084991910X,9780849919107,SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,13,92,http://www.amazon.com/Same-Kind-Different-Modern-Day-International-ebook/dp/B007FZXJGA?tag=NYTBS-20,paperback-nonfiction,The unlikely friendship between a homeless drifter and a successful art dealer who meet at a shelter in Texas.,2010-09-19
0307387941,9780307387943,ZEITOUN,Dave Eggers,14,12,http://www.amazon.com/Zeitoun-Dave-Eggers/dp/1934781630?tag=NYTBS-20,paperback-nonfiction,The travails of a Syrian-American man and his family after Hurricane Katrina.,2010-09-19
0316010669,9780316010665,BLINK,Malcolm Gladwell,15,151,http://www.amazon.com/Blink-The-Power-Thinking-Without/dp/0316010669?tag=NYTBS-20,paperback-nonfiction,Instinct in the workings of the mind.,2010-09-19
0806532254,9780806532257,I HOPE THEY SERVE BEER IN HELL,Tucker Max,16,149,http://www.amazon.com/Hope-They-Serve-Beer-Hell/dp/0806527285?tag=NYTBS-20,paperback-nonfiction,"Life as a self-absorbed, drunken womanizer.",2010-09-19
081297381X,9780812973815,THE BLACK SWAN,Nassim Nicholas Taleb,17,17,http://www.amazon.com/The-Black-Swan-Improbable-Incerto/dp/1400063515?tag=NYTBS-20,paperback-nonfiction,The hubris of predictions — and our perpetual surprise when the not-predicted happens.,2010-09-19
0374532508,9780374532505,JUSTICE,Michael J Sandel,18,1,http://www.amazon.com/Justice-Whats-Right-Thing-Do/dp/0374180652?tag=NYTBS-20,paperback-nonfiction,A Harvard professor seeks to bring implicit arguments about justice into the open.,2010-09-19
0143114964,9780143114963,IN DEFENSE OF FOOD,Michael Pollan,19,45,http://www.amazon.com/In-Defense-Food-Michael-Pollan/dp/B008YHD2U6?tag=NYTBS-20,paperback-nonfiction,A manifesto urges us to “Eat food. Not too much. Mostly plants.”,2010-09-19
0060596996,9780060596996,LIT,Mary Karr,20,10,http://www.amazon.com/Lit-A-Memoir-Mary-Karr/dp/0060596988?tag=NYTBS-20,paperback-nonfiction,"A poet’s memoir of motherhood, troubled marriage, alcoholism and depression; a sequel to ""The Liars’ Club.""",2010-09-19
0143038419,9780143038412,"EAT, PRAY, LOVE",Elizabeth Gilbert,1,188,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,paperback-nonfiction,"A writer’s yearlong journey in search of self takes her to Italy, India and Indonesia.",2010-09-26
0143038257,9780143038252,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,2,189,http://www.amazon.com/Three-Cups-Tea-Readers-Edition/dp/0803733925?tag=NYTBS-20,paperback-nonfiction,A former climber builds schools in villages in Pakistan and Afghanistan.,2010-09-26
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,3,184,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2010-09-26
0307388409,9780307388407,OPEN,Andre Agassi,4,5,http://www.amazon.com/Open-An-Autobiography-Andre-Agassi/dp/0307388409?tag=NYTBS-20,paperback-nonfiction,The tennis champion’s autobiography.,2010-09-26
030738604X,9780307386045,WHERE MEN WIN GLORY,Jon Krakauer,5,7,http://www.amazon.com/Where-Men-Win-Glory-Odyssey/dp/0385522266?tag=NYTBS-20,paperback-nonfiction,"The story of Pat Tillman and the Army’s cover-up of his death by ""friendly fire"" in Afghanistan.",2010-09-26
1582346186,9781582346182,MY HORIZONTAL LIFE,Chelsea Handler,6,98,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,paperback-nonfiction,A memoir of one-night stands.,2010-09-26
0805092250,9780805092257,MENNONITE IN A LITTLE BLACK DRESS,Rhoda Janzen,7,22,http://www.amazon.com/Mennonite-Little-Black-Dress-Memoir/dp/0805092250?tag=NYTBS-20,paperback-nonfiction,Life’s detours send Janzen back to the Mennonite home where she was raised.,2010-09-26
0143118242,9780143118244,TOO BIG TO FAIL,Andrew Ross Sorkin,8,1,http://www.amazon.com/Too-Big-Fail-Washington-FinancialSystem-/dp/0143120271?tag=NYTBS-20,paperback-nonfiction,"The 2008 financial implosion on Wall Street and in Washington, by a New York Times business columnist.",2010-09-26
1416596364,9781416596363,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,9,37,http://www.amazon.com/Are-You-There-Vodka-Chelsea-ebook/dp/B000UZQJ32?tag=NYTBS-20,paperback-nonfiction,Humorous personal essays from the comedian.,2010-09-26
0143117971,9780143117971,TRAVELING WITH POMEGRANATES,Sue Monk Kidd and Ann Kidd Taylor,10,1,http://www.amazon.com/Traveling-Pomegranates-A-Mother-Daughter-Story/dp/0670021202?tag=NYTBS-20,paperback-nonfiction,The novelist and her daughter travel together in Europe at a difficult time in both their lives.,2010-09-26
0316346624,9780316346627,TIPPING POINT,Malcolm Gladwell,11,310,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBS-20,paperback-nonfiction,"A study of social epidemics, otherwise known as fads.",2010-09-26
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,12,55,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,A scholar and a journalist apply economic theory to nearly everything.,2010-09-26
0307387941,9780307387943,ZEITOUN,Dave Eggers,13,13,http://www.amazon.com/Zeitoun-Dave-Eggers/dp/1934781630?tag=NYTBS-20,paperback-nonfiction,The travails of a Syrian-American man and his family after Hurricane Katrina.,2010-09-26
0060899220,9780060899226,KITCHEN CONFIDENTIAL,Anthony Bourdain,14,33,http://www.amazon.com/Kitchen-Confidential-Updated-Edition-Adventures/dp/0060899220?tag=NYTBS-20,paperback-nonfiction,A memoir-exposé of the restaurant world.,2010-09-26
0374531269,9780374531263,A LONG WAY GONE,Ishmael Beah,15,41,http://www.amazon.com/Long-Way-Gone-Memoirs-Soldier/dp/0374531269?tag=NYTBS-20,paperback-nonfiction,A former child soldier describes a killing spree and his return to humanity.,2010-09-26
0806532254,9780806532257,I HOPE THEY SERVE BEER IN HELL,Tucker Max,16,150,http://www.amazon.com/Hope-They-Serve-Beer-Hell/dp/0806527285?tag=NYTBS-20,paperback-nonfiction,"Life as a self-absorbed, drunken womanizer.",2010-09-26
0143038583,9780143038580,THE OMNIVORE’S DILEMMA,Michael Pollan,17,145,http://www.amazon.com/The-Omnivores-Dilemma-Secrets-Readers/dp/0803735006?tag=NYTBS-20,paperback-nonfiction,Tracking food from soil to plate.,2010-09-26
0307387097,9780307387097,HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,18,14,http://www.amazon.com/Half-Sky-Oppression-Opportunity-Worldwide/dp/0307267148?tag=NYTBS-20,paperback-nonfiction,"A case for viewing women’s equality as the ""paramount moral challenge"" of our era.",2010-09-26
0316010669,9780316010665,BLINK,Malcolm Gladwell,19,152,http://www.amazon.com/Blink-The-Power-Thinking-Without/dp/0316010669?tag=NYTBS-20,paperback-nonfiction,Instinct in the workings of the mind.,2010-09-26
0312430027,9780312430023,THE GOOD SOLDIERS,David Finkel,20,3,http://www.amazon.com/The-Good-Soldiers-David-Finkel/dp/0312430027?tag=NYTBS-20,paperback-nonfiction,A Pulitzer Prize-winning journalist chronicles the harrowing eight months he spent with an Army battalion in Iraq.,2010-09-26
0143038419,9780143038412,"EAT, PRAY, LOVE",Elizabeth Gilbert,1,189,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,paperback-nonfiction,"A writer’s yearlong journey in search of self takes her to Italy, India and Indonesia.",2010-10-03
0143038257,9780143038252,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,2,190,http://www.amazon.com/Three-Cups-Tea-Readers-Edition/dp/0803733925?tag=NYTBS-20,paperback-nonfiction,A former climber builds schools in villages in Pakistan and Afghanistan.,2010-10-03
0143117971,9780143117971,TRAVELING WITH POMEGRANATES,Sue Monk Kidd and Ann Kidd Taylor,3,2,http://www.amazon.com/Traveling-Pomegranates-A-Mother-Daughter-Story/dp/0670021202?tag=NYTBS-20,paperback-nonfiction,The novelist and her daughter travel together in Europe at a difficult time in both their lives.,2010-10-03
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,4,185,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2010-10-03
1582346186,9781582346182,MY HORIZONTAL LIFE,Chelsea Handler,5,99,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,paperback-nonfiction,A memoir of one-night stands.,2010-10-03
030738604X,9780307386045,WHERE MEN WIN GLORY,Jon Krakauer,6,8,http://www.amazon.com/Where-Men-Win-Glory-Odyssey/dp/0385522266?tag=NYTBS-20,paperback-nonfiction,"The story of Pat Tillman and the Army’s cover-up of his death by ""friendly fire"" in Afghanistan.",2010-10-03
0307388409,9780307388407,OPEN,Andre Agassi,7,6,http://www.amazon.com/Open-An-Autobiography-Andre-Agassi/dp/0307388409?tag=NYTBS-20,paperback-nonfiction,The tennis champion’s autobiography.,2010-10-03
0805092250,9780805092257,MENNONITE IN A LITTLE BLACK DRESS,Rhoda Janzen,8,23,http://www.amazon.com/Mennonite-Little-Black-Dress-Memoir/dp/0805092250?tag=NYTBS-20,paperback-nonfiction,Life’s detours send Janzen back to the Mennonite home where she was raised.,2010-10-03
0143118242,9780143118244,TOO BIG TO FAIL,Andrew Ross Sorkin,9,2,http://www.amazon.com/Too-Big-Fail-Washington-FinancialSystem-/dp/0143120271?tag=NYTBS-20,paperback-nonfiction,"The 2008 financial implosion on Wall Street and in Washington, by a New York Times business columnist.",2010-10-03
1416596364,9781416596363,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,10,38,http://www.amazon.com/Are-You-There-Vodka-Chelsea-ebook/dp/B000UZQJ32?tag=NYTBS-20,paperback-nonfiction,Humorous personal essays from the comedian.,2010-10-03
0307387941,9780307387943,ZEITOUN,Dave Eggers,11,14,http://www.amazon.com/Zeitoun-Dave-Eggers/dp/1934781630?tag=NYTBS-20,paperback-nonfiction,The travails of a Syrian-American man and his family after Hurricane Katrina.,2010-10-03
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,12,56,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,A scholar and a journalist apply economic theory to nearly everything.,2010-10-03
0316346624,9780316346627,TIPPING POINT,Malcolm Gladwell,13,311,http://www.amazon.com/The-Tipping-Point-Little-Difference-ebook/dp/B000OT8GD0?tag=NYTBS-20,paperback-nonfiction,"A study of social epidemics, otherwise known as fads.",2010-10-03
0547394608,9780547394602,THE BIG BURN,Timothy Egan,14,1,http://www.amazon.com/The-Big-Burn-Roosevelt-America/dp/0547394608?tag=NYTBS-20,paperback-nonfiction,The heroism displayed in fighting a huge forest fire in 1910 won public support for Theodore Roosevelt’s conservation efforts; by a New York Times columnist.,2010-10-03
0060899220,9780060899226,KITCHEN CONFIDENTIAL,Anthony Bourdain,15,34,http://www.amazon.com/Kitchen-Confidential-Updated-Edition-Adventures/dp/0060899220?tag=NYTBS-20,paperback-nonfiction,A memoir-exposé of the restaurant world.,2010-10-03
0385343981,9780385343985,HOMER'S ODYSSEY,Gwen Cooper,16,1,http://www.amazon.com/Homers-Odyssey-Gwen-Cooper/dp/038534385X?tag=NYTBS-20,paperback-nonfiction,A woman adopts a sightless cat.,2010-10-03
1605294578,9781605294575,THE END OF OVEREATING,David A Kessler,17,1,http://www.amazon.com/The-End-Overeating-Insatiable-American/dp/1605294578?tag=NYTBS-20,paperback-nonfiction,A scientific approach to taking control of appetite.,2010-10-03
0316069884,9780316069885,EATING ANIMALS,Jonathan Safran Foer,18,1,http://www.amazon.com/Eating-Animals-Jonathan-Safran-Foer/dp/0316069884?tag=NYTBS-20,paperback-nonfiction,The novelist makes the case for ­vegetarianism.,2010-10-03
0316010669,9780316010665,BLINK,Malcolm Gladwell,19,153,http://www.amazon.com/Blink-The-Power-Thinking-Without/dp/0316010669?tag=NYTBS-20,paperback-nonfiction,Instinct in the workings of the mind.,2010-10-03
0307387097,9780307387097,HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,20,15,http://www.amazon.com/Half-Sky-Oppression-Opportunity-Worldwide/dp/0307267148?tag=NYTBS-20,paperback-nonfiction,"A case for viewing women’s equality as the ""paramount moral challenge"" of our era.",2010-10-03
0143038419,9780143038412,"EAT, PRAY, LOVE",Elizabeth Gilbert,1,190,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,paperback-nonfiction,"A writer’s yearlong journey in search of self takes her to Italy, India and Indonesia.",2010-10-10
0143038257,9780143038252,THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,2,191,http://www.amazon.com/Three-Cups-Tea-Readers-Edition/dp/0803733925?tag=NYTBS-20,paperback-nonfiction,A former climber builds schools in villages in Pakistan and Afghanistan.,2010-10-10
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,3,186,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,The author recalls a bizarre childhood during which she was constantly on the move.,2010-10-10
030738604X,9780307386045,WHERE MEN WIN GLORY,Jon Krakauer,4,9,http://www.amazon.com/Where-Men-Win-Glory-Odyssey/dp/0385522266?tag=NYTBS-20,paperback-nonfiction,"The story of Pat Tillman and the Army’s cover-up of his death by ""friendly fire"" in Afghanistan.",2010-10-10
0143117971,9780143117971,TRAVELING WITH POMEGRANATES,Sue Monk Kidd and Ann Kidd Taylor,5,3,http://www.amazon.com/Traveling-Pomegranates-A-Mother-Daughter-Story/dp/0670021202?tag=NYTBS-20,paperback-nonfiction,The novelist and her daughter travel together in Europe at a difficult time in both their lives.,2010-10-10
0805092250,9780805092257,MENNONITE IN A LITTLE BLACK DRESS,Rhoda Janzen,6,24,http://www.amazon.com/Mennonite-Little-Black-Dress-Memoir/dp/0805092250?tag=NYTBS-20,paperback-nonfiction,Life’s detours send Janzen back to the Mennonite home where she was raised.,2010-10-10
1416596364,9781416596363,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,7,39,http://www.amazon.com/Are-You-There-Vodka-Chelsea-ebook/dp/B000UZQJ32?tag=NYTBS-20,paperback-nonfiction,Humorous personal essays from the comedian.,2010-10-10
